test_time_second,voltage_volt,current_ampere,unix_time_second,cycle_count,step_id,step_type,record_index,step_time_second,step_charging_capacity_ah,step_discharging_capacity_ah,step_charging_energy_wh,step_discharging_energy_wh,temperature_t1_celsius,temperature_t2_celsius,temperature_t3_celsius
87210.081,0.1725,-0.0002,1714574809.0,1,2,discharge CC,7587,44010.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87220.081,0.1724,-0.0002,1714574819.0,1,2,discharge CC,7588,44020.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87230.081,0.1724,-0.0002,1714574829.0,1,2,discharge CC,7589,44030.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87240.081,0.1724,-0.0002,1714574839.0,1,2,discharge CC,7590,44040.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87250.081,0.1723,-0.0002,1714574849.0,1,2,discharge CC,7591,44050.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87260.081,0.1723,-0.0002,1714574859.0,1,2,discharge CC,7592,44060.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87270.081,0.1723,-0.0002,1714574869.0,1,2,discharge CC,7593,44070.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87280.081,0.1722,-0.0002,1714574879.0,1,2,discharge CC,7594,44080.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87290.081,0.1722,-0.0002,1714574889.0,1,2,discharge CC,7595,44090.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87300.081,0.1722,-0.0002,1714574899.0,1,2,discharge CC,7596,44100.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87310.081,0.1721,-0.0002,1714574909.0,1,2,discharge CC,7597,44110.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87320.081,0.1721,-0.0002,1714574919.0,1,2,discharge CC,7598,44120.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87330.081,0.1721,-0.0002,1714574929.0,1,2,discharge CC,7599,44130.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87340.081,0.172,-0.0002,1714574939.0,1,2,discharge CC,7600,44140.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87350.081,0.172,-0.0002,1714574949.0,1,2,discharge CC,7601,44150.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87360.081,0.172,-0.0002,1714574959.0,1,2,discharge CC,7602,44160.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87370.081,0.1719,-0.0002,1714574969.0,1,2,discharge CC,7603,44170.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87380.081,0.1719,-0.0002,1714574979.0,1,2,discharge CC,7604,44180.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87390.081,0.1719,-0.0002,1714574989.0,1,2,discharge CC,7605,44190.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87400.081,0.1719,-0.0002,1714574999.0,1,2,discharge CC,7606,44200.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87410.081,0.1718,-0.0002,1714575009.0,1,2,discharge CC,7607,44210.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87420.081,0.1718,-0.0002,1714575019.0,1,2,discharge CC,7608,44220.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87430.081,0.1717,-0.0002,1714575029.0,1,2,discharge CC,7609,44230.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87440.081,0.1717,-0.0002,1714575039.0,1,2,discharge CC,7610,44240.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87450.081,0.1717,-0.0002,1714575049.0,1,2,discharge CC,7611,44250.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87460.081,0.1717,-0.0002,1714575059.0,1,2,discharge CC,7612,44260.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87470.081,0.1716,-0.0002,1714575069.0,1,2,discharge CC,7613,44270.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87480.081,0.1716,-0.0002,1714575079.0,1,2,discharge CC,7614,44280.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87490.081,0.1716,-0.0002,1714575089.0,1,2,discharge CC,7615,44290.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87500.081,0.1715,-0.0002,1714575099.0,1,2,discharge CC,7616,44300.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87510.081,0.1715,-0.0002,1714575109.0,1,2,discharge CC,7617,44310.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87520.081,0.1715,-0.0002,1714575119.0,1,2,discharge CC,7618,44320.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87530.081,0.1714,-0.0002,1714575129.0,1,2,discharge CC,7619,44330.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87540.081,0.1714,-0.0002,1714575139.0,1,2,discharge CC,7620,44340.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87550.081,0.1714,-0.0002,1714575149.0,1,2,discharge CC,7621,44350.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87560.081,0.1714,-0.0002,1714575159.0,1,2,discharge CC,7622,44360.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87570.081,0.1713,-0.0002,1714575169.0,1,2,discharge CC,7623,44370.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87580.081,0.1713,-0.0002,1714575179.0,1,2,discharge CC,7624,44380.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87590.081,0.1713,-0.0002,1714575189.0,1,2,discharge CC,7625,44390.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87600.081,0.1712,-0.0002,1714575199.0,1,2,discharge CC,7626,44400.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87610.081,0.1712,-0.0002,1714575209.0,1,2,discharge CC,7627,44410.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87620.081,0.1712,-0.0002,1714575219.0,1,2,discharge CC,7628,44420.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87630.081,0.1711,-0.0002,1714575229.0,1,2,discharge CC,7629,44430.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87640.081,0.1711,-0.0002,1714575239.0,1,2,discharge CC,7630,44440.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87650.081,0.1711,-0.0002,1714575249.0,1,2,discharge CC,7631,44450.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87660.081,0.1711,-0.0002,1714575259.0,1,2,discharge CC,7632,44460.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87670.081,0.171,-0.0002,1714575269.0,1,2,discharge CC,7633,44470.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87680.081,0.171,-0.0002,1714575279.0,1,2,discharge CC,7634,44480.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87690.081,0.171,-0.0002,1714575289.0,1,2,discharge CC,7635,44490.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87700.081,0.1709,-0.0002,1714575299.0,1,2,discharge CC,7636,44500.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87710.081,0.1709,-0.0002,1714575309.0,1,2,discharge CC,7637,44510.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87720.081,0.1709,-0.0002,1714575319.0,1,2,discharge CC,7638,44520.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87730.081,0.1708,-0.0002,1714575329.0,1,2,discharge CC,7639,44530.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87740.081,0.1708,-0.0002,1714575339.0,1,2,discharge CC,7640,44540.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87750.081,0.1708,-0.0002,1714575349.0,1,2,discharge CC,7641,44550.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87760.081,0.1708,-0.0002,1714575359.0,1,2,discharge CC,7642,44560.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87770.081,0.1707,-0.0002,1714575369.0,1,2,discharge CC,7643,44570.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87780.081,0.1707,-0.0002,1714575379.0,1,2,discharge CC,7644,44580.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87790.081,0.1707,-0.0002,1714575389.0,1,2,discharge CC,7645,44590.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87800.081,0.1706,-0.0002,1714575399.0,1,2,discharge CC,7646,44600.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87810.081,0.1706,-0.0002,1714575409.0,1,2,discharge CC,7647,44610.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87820.081,0.1706,-0.0002,1714575419.0,1,2,discharge CC,7648,44620.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87830.081,0.1706,-0.0002,1714575429.0,1,2,discharge CC,7649,44630.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87840.081,0.1705,-0.0002,1714575439.0,1,2,discharge CC,7650,44640.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87850.081,0.1705,-0.0002,1714575449.0,1,2,discharge CC,7651,44650.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87860.081,0.1704,-0.0002,1714575459.0,1,2,discharge CC,7652,44660.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87870.081,0.1704,-0.0002,1714575469.0,1,2,discharge CC,7653,44670.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87880.081,0.1704,-0.0002,1714575479.0,1,2,discharge CC,7654,44680.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87890.081,0.1704,-0.0002,1714575489.0,1,2,discharge CC,7655,44690.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87900.081,0.1703,-0.0002,1714575499.0,1,2,discharge CC,7656,44700.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87910.081,0.1703,-0.0002,1714575509.0,1,2,discharge CC,7657,44710.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87920.081,0.1703,-0.0002,1714575519.0,1,2,discharge CC,7658,44720.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87930.081,0.1702,-0.0002,1714575529.0,1,2,discharge CC,7659,44730.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87940.081,0.1702,-0.0002,1714575539.0,1,2,discharge CC,7660,44740.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87950.081,0.1702,-0.0002,1714575549.0,1,2,discharge CC,7661,44750.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87960.081,0.1702,-0.0002,1714575559.0,1,2,discharge CC,7662,44760.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87970.081,0.1701,-0.0002,1714575569.0,1,2,discharge CC,7663,44770.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87980.081,0.1701,-0.0002,1714575579.0,1,2,discharge CC,7664,44780.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
87990.081,0.1701,-0.0002,1714575589.0,1,2,discharge CC,7665,44790.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88000.081,0.1701,-0.0002,1714575599.0,1,2,discharge CC,7666,44800.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88010.081,0.17,-0.0002,1714575609.0,1,2,discharge CC,7667,44810.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88020.081,0.17,-0.0002,1714575619.0,1,2,discharge CC,7668,44820.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88030.081,0.17,-0.0002,1714575629.0,1,2,discharge CC,7669,44830.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88040.081,0.1699,-0.0002,1714575639.0,1,2,discharge CC,7670,44840.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88050.081,0.1699,-0.0002,1714575649.0,1,2,discharge CC,7671,44850.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88060.081,0.1699,-0.0002,1714575659.0,1,2,discharge CC,7672,44860.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88070.081,0.1698,-0.0002,1714575669.0,1,2,discharge CC,7673,44870.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88080.081,0.1698,-0.0002,1714575679.0,1,2,discharge CC,7674,44880.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88090.081,0.1698,-0.0002,1714575689.0,1,2,discharge CC,7675,44890.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88100.081,0.1698,-0.0002,1714575699.0,1,2,discharge CC,7676,44900.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88110.081,0.1697,-0.0002,1714575709.0,1,2,discharge CC,7677,44910.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88120.081,0.1697,-0.0002,1714575719.0,1,2,discharge CC,7678,44920.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88130.081,0.1697,-0.0002,1714575729.0,1,2,discharge CC,7679,44930.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88140.081,0.1697,-0.0002,1714575739.0,1,2,discharge CC,7680,44940.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88150.081,0.1696,-0.0002,1714575749.0,1,2,discharge CC,7681,44950.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88160.081,0.1696,-0.0002,1714575759.0,1,2,discharge CC,7682,44960.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88170.081,0.1696,-0.0002,1714575769.0,1,2,discharge CC,7683,44970.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88180.081,0.1695,-0.0002,1714575779.0,1,2,discharge CC,7684,44980.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88190.081,0.1695,-0.0002,1714575789.0,1,2,discharge CC,7685,44990.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88200.081,0.1695,-0.0002,1714575799.0,1,2,discharge CC,7686,45000.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88210.081,0.1695,-0.0002,1714575809.0,1,2,discharge CC,7687,45010.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88220.081,0.1694,-0.0002,1714575819.0,1,2,discharge CC,7688,45020.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88230.081,0.1694,-0.0002,1714575829.0,1,2,discharge CC,7689,45030.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88240.081,0.1694,-0.0002,1714575839.0,1,2,discharge CC,7690,45040.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88250.081,0.1694,-0.0002,1714575849.0,1,2,discharge CC,7691,45050.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88260.081,0.1693,-0.0002,1714575859.0,1,2,discharge CC,7692,45060.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88270.081,0.1693,-0.0002,1714575869.0,1,2,discharge CC,7693,45070.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88280.081,0.1693,-0.0002,1714575879.0,1,2,discharge CC,7694,45080.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88290.081,0.1692,-0.0002,1714575889.0,1,2,discharge CC,7695,45090.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88300.081,0.1692,-0.0002,1714575899.0,1,2,discharge CC,7696,45100.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88310.081,0.1692,-0.0002,1714575909.0,1,2,discharge CC,7697,45110.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88320.081,0.1692,-0.0002,1714575919.0,1,2,discharge CC,7698,45120.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88330.081,0.1691,-0.0002,1714575929.0,1,2,discharge CC,7699,45130.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88340.081,0.1691,-0.0002,1714575939.0,1,2,discharge CC,7700,45140.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88350.081,0.1691,-0.0002,1714575949.0,1,2,discharge CC,7701,45150.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88360.081,0.169,-0.0002,1714575959.0,1,2,discharge CC,7702,45160.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88370.081,0.169,-0.0002,1714575969.0,1,2,discharge CC,7703,45170.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88380.081,0.169,-0.0002,1714575979.0,1,2,discharge CC,7704,45180.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88390.081,0.169,-0.0002,1714575989.0,1,2,discharge CC,7705,45190.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88400.081,0.1689,-0.0002,1714575999.0,1,2,discharge CC,7706,45200.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88410.081,0.1689,-0.0002,1714576009.0,1,2,discharge CC,7707,45210.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88420.081,0.1689,-0.0002,1714576019.0,1,2,discharge CC,7708,45220.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88430.081,0.1688,-0.0002,1714576029.0,1,2,discharge CC,7709,45230.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88440.081,0.1688,-0.0002,1714576039.0,1,2,discharge CC,7710,45240.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88450.081,0.1688,-0.0002,1714576049.0,1,2,discharge CC,7711,45250.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88460.081,0.1688,-0.0002,1714576059.0,1,2,discharge CC,7712,45260.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88470.081,0.1687,-0.0002,1714576069.0,1,2,discharge CC,7713,45270.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88480.081,0.1687,-0.0002,1714576079.0,1,2,discharge CC,7714,45280.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88490.081,0.1687,-0.0002,1714576089.0,1,2,discharge CC,7715,45290.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88500.081,0.1686,-0.0002,1714576099.0,1,2,discharge CC,7716,45300.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88510.081,0.1686,-0.0002,1714576109.0,1,2,discharge CC,7717,45310.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88520.081,0.1686,-0.0002,1714576119.0,1,2,discharge CC,7718,45320.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88530.081,0.1686,-0.0002,1714576129.0,1,2,discharge CC,7719,45330.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88540.081,0.1685,-0.0002,1714576139.0,1,2,discharge CC,7720,45340.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88550.081,0.1685,-0.0002,1714576149.0,1,2,discharge CC,7721,45350.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88560.081,0.1685,-0.0002,1714576159.0,1,2,discharge CC,7722,45360.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88570.081,0.1685,-0.0002,1714576169.0,1,2,discharge CC,7723,45370.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88580.081,0.1684,-0.0002,1714576179.0,1,2,discharge CC,7724,45380.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88590.081,0.1684,-0.0002,1714576189.0,1,2,discharge CC,7725,45390.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88600.081,0.1684,-0.0002,1714576199.0,1,2,discharge CC,7726,45400.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88610.081,0.1683,-0.0002,1714576209.0,1,2,discharge CC,7727,45410.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88620.081,0.1683,-0.0002,1714576219.0,1,2,discharge CC,7728,45420.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88630.081,0.1683,-0.0002,1714576229.0,1,2,discharge CC,7729,45430.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88640.081,0.1683,-0.0002,1714576239.0,1,2,discharge CC,7730,45440.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88650.081,0.1682,-0.0002,1714576249.0,1,2,discharge CC,7731,45450.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88660.081,0.1682,-0.0002,1714576259.0,1,2,discharge CC,7732,45460.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88670.081,0.1682,-0.0002,1714576269.0,1,2,discharge CC,7733,45470.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88680.081,0.1681,-0.0002,1714576279.0,1,2,discharge CC,7734,45480.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88690.081,0.1681,-0.0002,1714576289.0,1,2,discharge CC,7735,45490.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88700.081,0.1681,-0.0002,1714576299.0,1,2,discharge CC,7736,45500.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88710.081,0.1681,-0.0002,1714576309.0,1,2,discharge CC,7737,45510.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88720.081,0.168,-0.0002,1714576319.0,1,2,discharge CC,7738,45520.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88730.081,0.168,-0.0002,1714576329.0,1,2,discharge CC,7739,45530.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88740.081,0.168,-0.0002,1714576339.0,1,2,discharge CC,7740,45540.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88750.081,0.168,-0.0002,1714576349.0,1,2,discharge CC,7741,45550.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88760.081,0.1679,-0.0002,1714576359.0,1,2,discharge CC,7742,45560.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88770.081,0.1679,-0.0002,1714576369.0,1,2,discharge CC,7743,45570.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88780.081,0.1679,-0.0002,1714576379.0,1,2,discharge CC,7744,45580.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88790.081,0.1678,-0.0002,1714576389.0,1,2,discharge CC,7745,45590.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88800.081,0.1678,-0.0002,1714576399.0,1,2,discharge CC,7746,45600.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88810.081,0.1678,-0.0002,1714576409.0,1,2,discharge CC,7747,45610.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88820.081,0.1678,-0.0002,1714576419.0,1,2,discharge CC,7748,45620.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88830.081,0.1677,-0.0002,1714576429.0,1,2,discharge CC,7749,45630.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88840.081,0.1677,-0.0002,1714576439.0,1,2,discharge CC,7750,45640.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88850.081,0.1677,-0.0002,1714576449.0,1,2,discharge CC,7751,45650.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88860.081,0.1677,-0.0002,1714576459.0,1,2,discharge CC,7752,45660.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88870.081,0.1676,-0.0002,1714576469.0,1,2,discharge CC,7753,45670.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88880.081,0.1676,-0.0002,1714576479.0,1,2,discharge CC,7754,45680.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88890.081,0.1676,-0.0002,1714576489.0,1,2,discharge CC,7755,45690.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88900.081,0.1675,-0.0002,1714576499.0,1,2,discharge CC,7756,45700.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88910.081,0.1675,-0.0002,1714576509.0,1,2,discharge CC,7757,45710.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88920.081,0.1675,-0.0002,1714576519.0,1,2,discharge CC,7758,45720.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88930.081,0.1674,-0.0002,1714576529.0,1,2,discharge CC,7759,45730.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88940.081,0.1674,-0.0002,1714576539.0,1,2,discharge CC,7760,45740.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88950.081,0.1674,-0.0002,1714576549.0,1,2,discharge CC,7761,45750.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88960.081,0.1674,-0.0002,1714576559.0,1,2,discharge CC,7762,45760.081,0.0,0.0022,0.0,0.0009,0.0,0.0,0.0
88970.081,0.1673,-0.0002,1714576569.0,1,2,discharge CC,7763,45770.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
88980.081,0.1673,-0.0002,1714576579.0,1,2,discharge CC,7764,45780.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
88990.081,0.1673,-0.0002,1714576589.0,1,2,discharge CC,7765,45790.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89000.081,0.1673,-0.0002,1714576599.0,1,2,discharge CC,7766,45800.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89010.081,0.1672,-0.0002,1714576609.0,1,2,discharge CC,7767,45810.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89020.081,0.1672,-0.0002,1714576619.0,1,2,discharge CC,7768,45820.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89030.081,0.1672,-0.0002,1714576629.0,1,2,discharge CC,7769,45830.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89040.081,0.1671,-0.0002,1714576639.0,1,2,discharge CC,7770,45840.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89050.081,0.1671,-0.0002,1714576649.0,1,2,discharge CC,7771,45850.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89060.081,0.1671,-0.0002,1714576659.0,1,2,discharge CC,7772,45860.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89070.081,0.1671,-0.0002,1714576669.0,1,2,discharge CC,7773,45870.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89080.081,0.167,-0.0002,1714576679.0,1,2,discharge CC,7774,45880.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89090.081,0.167,-0.0002,1714576689.0,1,2,discharge CC,7775,45890.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89100.081,0.167,-0.0002,1714576699.0,1,2,discharge CC,7776,45900.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89110.081,0.167,-0.0002,1714576709.0,1,2,discharge CC,7777,45910.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89120.081,0.1669,-0.0002,1714576719.0,1,2,discharge CC,7778,45920.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89130.081,0.1669,-0.0002,1714576729.0,1,2,discharge CC,7779,45930.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89140.081,0.1669,-0.0002,1714576739.0,1,2,discharge CC,7780,45940.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
89150.081,0.1668,-0.0002,1714576749.0,1,2,discharge CC,7781,45950.081,0.0,0.0023,0.0,0.0009,0.0,0.0,0.0
