test_time_second,voltage_volt,current_ampere,unix_time_second,cycle_count,step_count,ambient_temperature_celsius,record_index,step_time_second,step_cumulative_capacity_ah,step_cumulative_energy_wh,temperature_t1_celsius
49831.84998,3.6532,0.500191,1562033940.0,2,7,26.6965,1867,18360.04002,2.54991,9.96562,26.5987
49861.84998,3.6527,0.499886,1562033940.0,2,7,26.6799,1868,18390.04002,2.55407,9.98084,26.6654
49891.84998,3.6516,0.500038,1562034000.0,2,7,26.7131,1869,18420.04002,2.55824,9.99605,26.6488
49921.84998,3.6509,0.500038,1562034000.0,2,7,26.6965,1870,18450.04002,2.56241,10.0113,26.6654
49951.84998,3.6504,0.500038,1562034060.0,2,7,26.7131,1871,18480.04002,2.56657,10.0265,26.5987
49981.84998,3.6497,0.499733,1562034060.0,2,7,26.7297,1872,18510.04002,2.57074,10.0417,26.6321
50011.84998,3.649,0.500343,1562034120.0,2,7,26.7297,1873,18540.04002,2.57491,10.0569,26.6154
50041.84998,3.6483,0.500191,1562034120.0,2,7,26.7297,1874,18570.04002,2.57907,10.0721,26.6321
50071.84998,3.6478,0.499733,1562034180.0,2,7,26.7297,1875,18600.04002,2.58324,10.0873,26.6154
50101.84998,3.6471,0.499733,1562034180.0,2,7,26.7297,1876,18630.04002,2.58741,10.1025,26.6154
50131.84998,3.6464,0.499428,1562034240.0,2,7,26.7463,1877,18660.04002,2.59157,10.1177,26.6321
50161.84998,3.6457,0.499886,1562034240.0,2,7,26.6799,1878,18690.04002,2.59574,10.1329,26.6488
50191.84998,3.6451,0.499886,1562034300.0,2,7,26.6965,1879,18720.04002,2.5999,10.1481,26.6654
50221.84998,3.6443,0.499733,1562034300.0,2,7,26.7297,1880,18750.04002,2.60407,10.1633,26.6821
50251.84998,3.6439,0.500038,1562034360.0,2,7,26.7297,1881,18780.04002,2.60824,10.1784,26.6154
50281.84998,3.6432,0.499733,1562034360.0,2,7,26.7297,1882,18810.04002,2.6124,10.1936,26.5987
50311.84998,3.6426,0.500343,1562034420.0,2,7,26.6965,1883,18840.04002,2.61657,10.2088,26.6488
50341.84998,3.6417,0.499886,1562034420.0,2,7,26.6799,1884,18870.04002,2.62074,10.224,26.6488
50371.84998,3.6413,0.500038,1562034480.0,2,7,26.6799,1885,18900.04002,2.6249,10.2391,26.6488
50401.84998,3.6407,0.500343,1562034480.0,2,7,26.7297,1886,18930.04002,2.62907,10.2543,26.6321
50431.84998,3.6399,0.500038,1562034540.0,2,7,26.7463,1887,18960.04002,2.63324,10.2695,26.6154
50461.84998,3.6394,0.500343,1562034540.0,2,7,26.7463,1888,18990.04002,2.6374,10.2846,26.6154
50491.84998,3.6387,0.499886,1562034600.0,2,7,26.7297,1889,19020.04002,2.64157,10.2998,26.6154
50521.84998,3.6381,0.500038,1562034600.0,2,7,26.7297,1890,19050.04002,2.64574,10.315,26.6321
50551.84998,3.6376,0.49958,1562034660.0,2,7,26.7463,1891,19080.04002,2.6499,10.3301,26.6321
50581.84998,3.637,0.49958,1562034660.0,2,7,26.7297,1892,19110.04002,2.65407,10.3453,26.6321
50611.84998,3.6361,0.499886,1562034720.0,2,7,26.7297,1893,19140.04002,2.65824,10.3604,26.6488
50641.84998,3.6358,0.500343,1562034720.0,2,7,26.7297,1894,19170.04002,2.6624,10.3756,26.6321
50671.84998,3.635,0.500191,1562034780.0,2,7,26.7297,1895,19200.04002,2.66657,10.3907,26.6488
50701.84998,3.6344,0.49958,1562034780.0,2,7,26.6965,1896,19230.04002,2.67074,10.4059,26.6488
50731.84998,3.6339,0.500038,1562034840.0,2,7,26.6799,1897,19260.04002,2.6749,10.421,26.6654
50761.84998,3.6332,0.500038,1562034840.0,2,7,26.6965,1898,19290.04002,2.67907,10.4362,26.6821
50791.84998,3.6329,0.500038,1562034900.0,2,7,26.6965,1899,19320.04002,2.68323,10.4513,26.6821
50821.84998,3.632,0.500038,1562034900.0,2,7,26.7297,1900,19350.04002,2.6874,10.4664,26.6321
50851.84998,3.6313,0.500191,1562034960.0,2,7,26.7297,1901,19380.04002,2.69157,10.4816,26.6321
50881.84998,3.6307,0.500038,1562034960.0,2,7,26.7297,1902,19410.04002,2.69573,10.4967,26.6154
50911.84998,3.6304,0.500496,1562035020.0,2,7,26.7463,1903,19440.04002,2.6999,10.5118,26.6154
50941.84998,3.63,0.499886,1562035020.0,2,7,26.7297,1904,19470.04002,2.70407,10.5269,26.6154
50971.84998,3.6291,0.500496,1562035080.0,2,7,26.7297,1905,19500.04002,2.70823,10.5421,26.6154
51001.84998,3.6286,0.500191,1562035080.0,2,7,26.7131,1906,19530.04002,2.7124,10.5572,26.6654
51031.84998,3.6278,0.500343,1562035140.0,2,7,26.6965,1907,19560.04002,2.71657,10.5723,26.6654
51061.84998,3.6274,0.499886,1562035140.0,2,7,26.7131,1908,19590.04002,2.72073,10.5874,26.6488
51091.84998,3.6271,0.499886,1562035200.0,2,7,26.6965,1909,19620.04002,2.7249,10.6025,26.6488
51121.84998,3.6262,0.49958,1562035200.0,2,7,26.6633,1910,19650.04002,2.72907,10.6176,26.6488
51151.84998,3.6257,0.500343,1562035260.0,2,7,26.7463,1911,19680.04002,2.73323,10.6327,26.6321
51181.84998,3.6251,0.499886,1562035260.0,2,7,26.7463,1912,19710.04002,2.7374,10.6479,26.6821
51211.84998,3.6248,0.499886,1562035320.0,2,7,26.6633,1913,19740.04002,2.74157,10.663,26.6488
51241.84998,3.6242,0.499886,1562035320.0,2,7,26.6799,1914,19770.04002,2.74573,10.6781,26.6821
51271.84998,3.6236,0.499733,1562035380.0,2,7,26.6799,1915,19800.04002,2.7499,10.6932,26.6821
51301.84998,3.6228,0.499733,1562035380.0,2,7,26.6965,1916,19830.04002,2.75407,10.7083,26.6988
51331.84998,3.6225,0.499733,1562035440.0,2,7,26.7131,1917,19860.04002,2.75823,10.7233,26.6321
51361.84998,3.6217,0.499886,1562035440.0,2,7,26.7297,1918,19890.04002,2.7624,10.7384,26.6321
51391.84998,3.621,0.499733,1562035500.0,2,7,26.7297,1919,19920.04002,2.76657,10.7535,26.6321
51421.84998,3.6207,0.500191,1562035500.0,2,7,26.7297,1920,19950.04002,2.77073,10.7686,26.6654
51451.84998,3.6202,0.500038,1562035560.0,2,7,26.7463,1921,19980.04002,2.7749,10.7837,26.6488
51481.84998,3.6197,0.499886,1562035560.0,2,7,26.7463,1922,20010.04002,2.77906,10.7988,26.6488
51511.84998,3.619,0.499886,1562035620.0,2,7,26.7297,1923,20040.04002,2.78323,10.8139,26.6321
51541.84998,3.6185,0.500038,1562035620.0,2,7,26.7131,1924,20070.04002,2.7874,10.8289,26.6821
51571.84998,3.6179,0.500038,1562035680.0,2,7,26.6799,1925,20100.04002,2.79156,10.844,26.6488
51601.84998,3.6175,0.499733,1562035680.0,2,7,26.7297,1926,20130.04002,2.79573,10.8591,26.6154
51631.84998,3.617,0.500191,1562035740.0,2,7,26.7297,1927,20160.04002,2.7999,10.8742,26.6488
51661.84998,3.6164,0.500038,1562035740.0,2,7,26.6799,1928,20190.04002,2.80406,10.8892,26.6654
51691.84998,3.6159,0.499886,1562035800.0,2,7,26.6799,1929,20220.04002,2.80823,10.9043,26.6654
51721.84998,3.6152,0.500343,1562035800.0,2,7,26.6799,1930,20250.04002,2.8124,10.9194,26.6654
51751.84998,3.6149,0.499886,1562035860.0,2,7,26.6799,1931,20280.04002,2.81656,10.9344,26.6821
51781.84998,3.6143,0.500038,1562035860.0,2,7,26.7297,1932,20310.04002,2.82073,10.9495,26.6988
51811.84998,3.6138,0.499886,1562035920.0,2,7,26.7297,1933,20340.04002,2.8249,10.9645,26.6821
51841.84998,3.6133,0.500038,1562035920.0,2,7,26.7297,1934,20370.04002,2.82906,10.9796,26.6821
51871.84998,3.6127,0.500038,1562035980.0,2,7,26.7297,1935,20400.04002,2.83323,10.9946,26.6821
51901.84998,3.612,0.499886,1562035980.0,2,7,26.7463,1936,20430.04002,2.8374,11.0097,26.6988
51931.84998,3.6115,0.500038,1562036040.0,2,7,26.6799,1937,20460.04002,2.84156,11.0247,26.6988
51961.84998,3.611,0.500191,1562036040.0,2,7,26.6799,1938,20490.04002,2.84573,11.0398,26.7155
51991.84998,3.6104,0.500038,1562036100.0,2,7,26.6633,1939,20520.04002,2.8499,11.0548,26.6988
52021.84998,3.6098,0.500496,1562036100.0,2,7,26.7297,1940,20550.04002,2.85406,11.0699,26.6988
52051.84998,3.6097,0.499886,1562036160.0,2,7,26.7131,1941,20580.04002,2.85823,11.0849,26.6988
52081.84998,3.6089,0.499733,1562036160.0,2,7,26.7297,1942,20610.04002,2.86239,11.1,26.7155
52111.84998,3.6083,0.500191,1562036220.0,2,7,26.6799,1943,20640.04002,2.86656,11.115,26.7155
52141.84998,3.608,0.500038,1562036220.0,2,7,26.6965,1944,20670.04002,2.87073,11.13,26.6821
52171.84998,3.6074,0.499886,1562036280.0,2,7,26.7131,1945,20700.04002,2.87489,11.1451,26.6821
52201.84998,3.6069,0.500191,1562036280.0,2,7,26.7131,1946,20730.04002,2.87906,11.1601,26.6988
52231.84998,3.6063,0.499733,1562036340.0,2,7,26.7131,1947,20760.04002,2.88323,11.1751,26.6988
52261.84998,3.6059,0.499886,1562036340.0,2,7,26.6965,1948,20790.04002,2.88739,11.1901,26.7322
52291.84998,3.6054,0.499733,1562036400.0,2,7,26.6965,1949,20820.04002,2.89156,11.2052,26.7322
52321.84998,3.6049,0.500191,1562036400.0,2,7,26.7131,1950,20850.04002,2.89573,11.2202,26.7655
52351.84998,3.6043,0.499886,1562036460.0,2,7,26.7297,1951,20880.04002,2.89989,11.2352,26.6988
52381.84998,3.604,0.49958,1562036460.0,2,7,26.6799,1952,20910.04002,2.90406,11.2502,26.6821
52411.84998,3.6034,0.500191,1562036520.0,2,7,26.7131,1953,20940.04002,2.90823,11.2652,26.6821
52441.84998,3.6028,0.499886,1562036520.0,2,7,26.7131,1954,20970.04002,2.91239,11.2803,26.7155
52471.84998,3.6022,0.500191,1562036580.0,2,7,26.6633,1955,21000.04002,2.91656,11.2953,26.7322
52501.84998,3.6019,0.49958,1562036580.0,2,7,26.6633,1956,21030.04002,2.92073,11.3103,26.7155
52531.84998,3.6013,0.500038,1562036640.0,2,7,26.6965,1957,21060.04002,2.92489,11.3253,26.6988
52561.84998,3.6008,0.500191,1562036640.0,2,7,26.6799,1958,21090.04002,2.92906,11.3403,26.6988
52591.84998,3.6004,0.499733,1562036700.0,2,7,26.6799,1959,21120.04002,2.93323,11.3553,26.6988
52621.84998,3.5996,0.500191,1562036700.0,2,7,26.6799,1960,21150.04002,2.93739,11.3703,26.7155
52651.84998,3.5991,0.499428,1562036760.0,2,7,26.6467,1961,21180.04002,2.94156,11.3853,26.7322
52681.84998,3.5987,0.500191,1562036760.0,2,7,26.6799,1962,21210.04002,2.94572,11.4003,26.7322
52711.84998,3.5982,0.500038,1562036820.0,2,7,26.6633,1963,21240.04002,2.94989,11.4153,26.7322
52741.84998,3.5979,0.500038,1562036820.0,2,7,26.6965,1964,21270.04002,2.95406,11.4303,26.7155
52771.84998,3.5973,0.500191,1562036880.0,2,7,26.7131,1965,21300.04002,2.95822,11.4452,26.7322
52801.84998,3.5969,0.499886,1562036880.0,2,7,26.6799,1966,21330.04002,2.96239,11.4602,26.7322
52831.84998,3.5964,0.499733,1562036940.0,2,7,26.6799,1967,21360.04002,2.96656,11.4752,26.7488
52861.84998,3.5958,0.499733,1562036940.0,2,7,26.6633,1968,21390.04002,2.97072,11.4902,26.7488
52891.84998,3.5953,0.500038,1562037000.0,2,7,26.6965,1969,21420.04002,2.97489,11.5052,26.7155
52921.84998,3.5949,0.499886,1562037000.0,2,7,26.7131,1970,21450.04002,2.97906,11.5202,26.7322
52951.84998,3.5944,0.499886,1562037060.0,2,7,26.7131,1971,21480.04002,2.98322,11.5351,26.7488
52981.84998,3.594,0.499886,1562037060.0,2,7,26.7131,1972,21510.04002,2.98739,11.5501,26.7488
53011.84998,3.5935,0.499733,1562037120.0,2,7,26.7131,1973,21540.04002,2.99156,11.5651,26.7655
53041.84998,3.593,0.500038,1562037120.0,2,7,26.6633,1974,21570.04002,2.99572,11.5801,26.7655
53071.84998,3.5924,0.499886,1562037180.0,2,7,26.6633,1975,21600.04002,2.99989,11.595,26.7822
53101.84998,3.592,0.500038,1562037180.0,2,7,26.6633,1976,21630.04002,3.00406,11.61,26.7989
53131.84998,3.5918,0.500038,1562037240.0,2,7,26.6633,1977,21660.04002,3.00822,11.625,26.7822
53161.84998,3.5909,0.500038,1562037240.0,2,7,26.6633,1978,21690.04002,3.01239,11.6399,26.7155
53191.84998,3.5906,0.500343,1562037300.0,2,7,26.6467,1979,21720.04002,3.01656,11.6549,26.7655
53221.84998,3.59,0.500038,1562037300.0,2,7,26.6467,1980,21750.04002,3.02072,11.6698,26.7822
53251.84998,3.5892,0.500038,1562037360.0,2,7,26.6467,1981,21780.04002,3.02489,11.6848,26.7822
53281.84998,3.5889,0.500038,1562037360.0,2,7,26.6633,1982,21810.04002,3.02906,11.6998,26.7989
53311.84998,3.5886,0.499886,1562037420.0,2,7,26.6799,1983,21840.04002,3.03322,11.7147,26.7488
53341.84998,3.5882,0.500038,1562037420.0,2,7,26.6799,1984,21870.04002,3.03739,11.7297,26.7488
53371.84998,3.5874,0.500191,1562037480.0,2,7,26.6965,1985,21900.04002,3.04155,11.7446,26.7655
53401.84998,3.5871,0.499886,1562037480.0,2,7,26.6799,1986,21930.04002,3.04572,11.7596,26.7655
53431.84998,3.5865,0.500038,1562037540.0,2,7,26.6965,1987,21960.04002,3.04989,11.7745,26.7655
53461.84998,3.5859,0.500191,1562037540.0,2,7,26.6965,1988,21990.04002,3.05405,11.7894,26.7655
53491.84998,3.5856,0.500191,1562037600.0,2,7,26.6965,1989,22020.04002,3.05822,11.8044,26.7822
53521.84998,3.585,0.499886,1562037600.0,2,7,26.6965,1990,22050.04002,3.06239,11.8193,26.7822
53551.84998,3.5846,0.499733,1562037660.0,2,7,26.6799,1991,22080.04002,3.06655,11.8343,26.7655
53581.84998,3.584,0.500191,1562037660.0,2,7,26.6965,1992,22110.04002,3.07072,11.8492,26.7655
53611.84998,3.5836,0.500038,1562037720.0,2,7,26.6301,1993,22140.04002,3.07489,11.8641,26.7822
53641.84998,3.583,0.500038,1562037720.0,2,7,26.6799,1994,22170.04002,3.07905,11.8791,26.7822
53671.84998,3.5827,0.499886,1562037780.0,2,7,26.6799,1995,22200.04002,3.08322,11.894,26.7488
53701.84998,3.5822,0.499886,1562037780.0,2,7,26.6467,1996,22230.04002,3.08739,11.9089,26.7822
53731.84998,3.5816,0.500038,1562037840.0,2,7,26.6467,1997,22260.04002,3.09155,11.9238,26.7989
53761.84998,3.5811,0.500038,1562037840.0,2,7,26.6467,1998,22290.04002,3.09572,11.9388,26.7989
53791.84998,3.5805,0.500038,1562037900.0,2,7,26.6467,1999,22320.04002,3.09989,11.9537,26.8155
53821.84998,3.5802,0.500496,1562037900.0,2,7,26.6467,2000,22350.04002,3.10405,11.9686,26.8155
53851.84998,3.5796,0.499733,1562037960.0,2,7,26.6467,2001,22380.04002,3.10822,11.9835,26.8322
53881.84998,3.579,0.500038,1562037960.0,2,7,26.6633,2002,22410.04002,3.11239,11.9984,26.8155
53911.84998,3.5787,0.500343,1562038020.0,2,7,26.6467,2003,22440.04002,3.11655,12.0133,26.8155
53941.84998,3.5782,0.500038,1562038020.0,2,7,26.5969,2004,22470.04002,3.12072,12.0282,26.7822
53971.84998,3.5778,0.500038,1562038080.0,2,7,26.6799,2005,22500.04002,3.12488,12.0432,26.7989
54001.84998,3.5772,0.500343,1562038080.0,2,7,26.6965,2006,22530.04002,3.12905,12.0581,26.7989
54031.84998,3.5767,0.500038,1562038140.0,2,7,26.6301,2007,22560.04002,3.13322,12.073,26.7989
54061.84998,3.5763,0.500343,1562038140.0,2,7,26.6965,2008,22590.04002,3.13738,12.0879,26.8155
54091.84998,3.5758,0.499886,1562038200.0,2,7,26.7131,2009,22620.04002,3.14155,12.1028,26.8155
54121.84998,3.5752,0.49958,1562038200.0,2,7,26.7131,2010,22650.04002,3.14572,12.1177,26.8155
54151.84998,3.5747,0.500038,1562038260.0,2,7,26.7131,2011,22680.04002,3.14988,12.1326,26.8322
54181.84998,3.5741,0.500038,1562038260.0,2,7,26.7131,2012,22710.04002,3.15405,12.1474,26.8322
54211.84998,3.5737,0.499733,1562038320.0,2,7,26.6799,2013,22740.04002,3.15822,12.1623,26.7989
54241.84998,3.5734,0.500191,1562038320.0,2,7,26.6799,2014,22770.04002,3.16238,12.1772,26.7989
54271.84998,3.5726,0.49958,1562038380.0,2,7,26.6965,2015,22800.04002,3.16655,12.1921,26.8155
54301.84998,3.5721,0.499886,1562038380.0,2,7,26.6965,2016,22830.04002,3.17072,12.207,26.8155
54331.84998,3.5715,0.499733,1562038440.0,2,7,26.6799,2017,22860.04002,3.17488,12.2219,26.8155
54361.84998,3.5709,0.500496,1562038440.0,2,7,26.6467,2018,22890.04002,3.17905,12.2368,26.8322
54391.84998,3.5706,0.500038,1562038500.0,2,7,26.6301,2019,22920.04002,3.18322,12.2516,26.8489
54421.84998,3.5703,0.499733,1562038500.0,2,7,26.6467,2020,22950.04002,3.18738,12.2665,26.8489
54451.84998,3.5695,0.499733,1562038560.0,2,7,26.6467,2021,22980.04002,3.19155,12.2814,26.8656
54481.84998,3.5691,0.499733,1562038560.0,2,7,26.6633,2022,23010.04002,3.19572,12.2963,26.8823
54511.84998,3.5685,0.499733,1562038620.0,2,7,26.6799,2023,23040.04002,3.19988,12.3111,26.8322
54541.84998,3.5682,0.499886,1562038620.0,2,7,26.6965,2024,23070.04002,3.20405,12.326,26.8322
54571.84998,3.5674,0.500191,1562038680.0,2,7,26.6965,2025,23100.04002,3.20821,12.3409,26.8489
54601.84998,3.5671,0.500343,1562038680.0,2,7,26.6633,2026,23130.04002,3.21238,12.3557,26.8489
54631.84998,3.5665,0.499886,1562038740.0,2,7,26.7131,2027,23160.04002,3.21655,12.3706,26.8656
54661.84998,3.5659,0.500191,1562038740.0,2,7,26.6965,2028,23190.04002,3.22071,12.3854,26.8489
54691.84998,3.5656,0.499733,1562038800.0,2,7,26.6965,2029,23220.04002,3.22488,12.4003,26.8489
54721.84998,3.565,0.500038,1562038800.0,2,7,26.7131,2030,23250.04002,3.22905,12.4152,26.8489
54751.84998,3.5645,0.499886,1562038860.0,2,7,26.7297,2031,23280.04002,3.23321,12.43,26.8823
54781.84998,3.5639,0.499733,1562038860.0,2,7,26.6633,2032,23310.04002,3.23738,12.4449,26.8989
54811.84998,3.5636,0.49958,1562038920.0,2,7,26.6633,2033,23340.04002,3.24155,12.4597,26.9156
54841.84998,3.563,0.500038,1562038920.0,2,7,26.6633,2034,23370.04002,3.24571,12.4746,26.9323
54871.84998,3.5624,0.499886,1562038980.0,2,7,26.6799,2035,23400.04002,3.24988,12.4894,26.9156
54901.84998,3.5616,0.500496,1562038980.0,2,7,26.6799,2036,23430.04002,3.25405,12.5042,26.9323
54931.84998,3.5612,0.49958,1562039040.0,2,7,26.6799,2037,23460.04002,3.25821,12.5191,26.9323
54961.84998,3.5608,0.49958,1562039040.0,2,7,26.6633,2038,23490.04002,3.26238,12.5339,26.9156
54991.84998,3.5601,0.49958,1562039100.0,2,7,26.6965,2039,23520.04002,3.26655,12.5488,26.8989
55021.84998,3.5596,0.500038,1562039100.0,2,7,26.7131,2040,23550.04002,3.27071,12.5636,26.9156
55051.84998,3.5592,0.499886,1562039160.0,2,7,26.6467,2041,23580.04002,3.27488,12.5784,26.9323
55081.84998,3.5586,0.499733,1562039160.0,2,7,26.6633,2042,23610.04002,3.27905,12.5932,26.949
55111.84998,3.5581,0.500038,1562039220.0,2,7,26.6633,2043,23640.04002,3.28321,12.6081,26.949
55141.84998,3.5578,0.499886,1562039220.0,2,7,26.6467,2044,23670.04002,3.28738,12.6229,26.9156
55171.84998,3.5572,0.500343,1562039280.0,2,7,26.6467,2045,23700.04002,3.29155,12.6377,26.9323
55201.84998,3.5564,0.499733,1562039280.0,2,7,26.6965,2046,23730.04002,3.29571,12.6525,26.9323
55231.84998,3.5558,0.499886,1562039340.0,2,7,26.7297,2047,23760.04002,3.29988,12.6674,26.9323
55261.84998,3.5555,0.499886,1562039340.0,2,7,26.7297,2048,23790.04002,3.30404,12.6822,26.949
55291.84998,3.5547,0.499733,1562039400.0,2,7,26.6467,2049,23820.04002,3.30821,12.697,26.949
55321.84998,3.5543,0.500343,1562039400.0,2,7,26.6301,2050,23850.04002,3.31238,12.7118,26.949
55351.84998,3.5538,0.499886,1562039460.0,2,7,26.6965,2051,23880.04002,3.31654,12.7266,26.949
55381.84998,3.5534,0.499733,1562039460.0,2,7,26.6965,2052,23910.04002,3.32071,12.7414,26.949
55411.84998,3.5526,0.500191,1562039520.0,2,7,26.6965,2053,23940.04002,3.32488,12.7562,26.949
55441.84998,3.5521,0.499733,1562039520.0,2,7,26.7131,2054,23970.04002,3.32904,12.771,26.9657
55471.84998,3.5514,0.500038,1562039580.0,2,7,26.7131,2055,24000.04002,3.33321,12.7858,26.9823
55501.84998,3.5508,0.500038,1562039580.0,2,7,26.7131,2056,24030.04002,3.33738,12.8006,26.9823
55531.84998,3.55,0.500038,1562039640.0,2,7,26.7131,2057,24060.04002,3.34154,12.8154,26.9823
55561.84998,3.5497,0.500038,1562039640.0,2,7,26.7297,2058,24090.04002,3.34571,12.8302,26.999
55591.84998,3.5491,0.500038,1562039700.0,2,7,26.7297,2059,24120.04002,3.34988,12.845,26.999
55621.84998,3.5485,0.500191,1562039700.0,2,7,26.6467,2060,24150.04002,3.35404,12.8598,27.0157
55651.84998,3.548,0.500191,1562039760.0,2,7,26.6633,2061,24180.04002,3.35821,12.8745,27.0324
55681.84998,3.5474,0.500343,1562039760.0,2,7,26.6799,2062,24210.04002,3.36238,12.8893,27.0657
55711.84998,3.5468,0.499886,1562039820.0,2,7,26.7131,2063,24240.04002,3.36654,12.9041,27.0157
55741.84998,3.5462,0.500038,1562039820.0,2,7,26.6799,2064,24270.04002,3.37071,12.9189,27.0491
55771.84998,3.5457,0.500343,1562039880.0,2,7,26.6965,2065,24300.04002,3.37488,12.9337,27.0657
55801.84998,3.545,0.500191,1562039880.0,2,7,26.7131,2066,24330.04002,3.37904,12.9484,27.0491
55831.84998,3.5444,0.500191,1562039940.0,2,7,26.7297,2067,24360.04002,3.38321,12.9632,27.0491
55861.84998,3.5436,0.500038,1562039940.0,2,7,26.7463,2068,24390.04002,3.38737,12.978,27.0824
55891.84998,3.543,0.500191,1562040000.0,2,7,26.6633,2069,24420.04002,3.39154,12.9927,27.0991
55921.84998,3.5425,0.499886,1562040000.0,2,7,26.7131,2070,24450.04002,3.39571,13.0075,27.0657
55951.84998,3.5416,0.499733,1562040060.0,2,7,26.6799,2071,24480.04002,3.39987,13.0222,27.0991
55981.84998,3.5412,0.500191,1562040060.0,2,7,26.7131,2072,24510.04002,3.40404,13.037,27.1158
56011.84998,3.5402,0.500038,1562040120.0,2,7,26.7297,2073,24540.04002,3.40821,13.0518,27.0657
56041.84998,3.5398,0.500038,1562040120.0,2,7,26.7297,2074,24570.04002,3.41237,13.0665,27.0657
56071.84998,3.5392,0.499428,1562040180.0,2,7,26.7463,2075,24600.04002,3.41654,13.0813,27.0991
56101.84998,3.5386,0.499886,1562040180.0,2,7,26.6799,2076,24630.04002,3.42071,13.096,27.1158
56131.84998,3.5377,0.500038,1562040240.0,2,7,26.6799,2077,24660.04002,3.42487,13.1107,27.1158
56161.84998,3.5372,0.500038,1562040240.0,2,7,26.6799,2078,24690.04002,3.42904,13.1255,27.1325
56191.84998,3.5364,0.500038,1562040300.0,2,7,26.6965,2079,24720.04002,3.43321,13.1402,27.1325
56221.84998,3.5358,0.500191,1562040300.0,2,7,26.6965,2080,24750.04002,3.43737,13.155,27.1491
56251.84998,3.5351,0.500496,1562040360.0,2,7,26.7131,2081,24780.04002,3.44154,13.1697,27.1658
56281.84998,3.5344,0.500038,1562040360.0,2,7,26.7131,2082,24810.04002,3.44571,13.1844,27.1658
56311.84998,3.5337,0.499886,1562040420.0,2,7,26.7131,2083,24840.04002,3.44987,13.1991,27.1825
56341.84998,3.5331,0.499886,1562040420.0,2,7,26.7297,2084,24870.04002,3.45404,13.2139,27.1158
56371.84998,3.5322,0.499886,1562040480.0,2,7,26.7463,2085,24900.04002,3.45821,13.2286,27.1491
56401.84998,3.5317,0.500343,1562040480.0,2,7,26.7131,2086,24930.04002,3.46237,13.2433,27.1658
56431.84998,3.5309,0.500343,1562040540.0,2,7,26.6965,2087,24960.04002,3.46654,13.258,27.2158
56461.84998,3.53,0.500191,1562040540.0,2,7,26.7131,2088,24990.04002,3.4707,13.2727,27.1992
56491.84998,3.5294,0.500191,1562040600.0,2,7,26.7297,2089,25020.04002,3.47487,13.2874,27.1825
56521.84998,3.5286,0.49958,1562040600.0,2,7,26.6799,2090,25050.04002,3.47904,13.3021,27.2158
56551.84998,3.5279,0.499886,1562040660.0,2,7,26.6965,2091,25080.04002,3.4832,13.3168,27.2492
56581.84998,3.5273,0.499733,1562040660.0,2,7,26.7131,2092,25110.04002,3.48737,13.3315,27.1992
56611.84998,3.5265,0.500038,1562040720.0,2,7,26.7131,2093,25140.04002,3.49154,13.3462,27.1825
56641.84998,3.5257,0.500038,1562040720.0,2,7,26.7297,2094,25170.04002,3.4957,13.3609,27.1825
56671.84998,3.525,0.500038,1562040780.0,2,7,26.6799,2095,25200.04002,3.49987,13.3756,27.2325
56701.84998,3.5242,0.500038,1562040780.0,2,7,26.6965,2096,25230.04002,3.50404,13.3903,27.2325
56731.84998,3.5236,0.499428,1562040840.0,2,7,26.6965,2097,25260.04002,3.5082,13.405,27.2492
56761.84998,3.5229,0.500038,1562040840.0,2,7,26.7297,2098,25290.04002,3.51237,13.4196,27.2659
56791.84998,3.5219,0.499886,1562040900.0,2,7,26.7463,2099,25320.04002,3.51654,13.4343,27.2158
56821.84998,3.5212,0.500038,1562040900.0,2,7,26.6799,2100,25350.04002,3.5207,13.449,27.2492
56851.84998,3.5204,0.499886,1562040960.0,2,7,26.6799,2101,25380.04002,3.52487,13.4637,27.2659
56881.84998,3.5196,0.499886,1562040960.0,2,7,26.6965,2102,25410.04002,3.52904,13.4783,27.2659
56911.84998,3.5189,0.499886,1562041020.0,2,7,26.7131,2103,25440.04002,3.5332,13.493,27.2659
56941.84998,3.518,0.500038,1562041020.0,2,7,26.7131,2104,25470.04002,3.53737,13.5077,27.2826
56971.84998,3.5174,0.500191,1562041080.0,2,7,26.7297,2105,25500.04002,3.54154,13.5223,27.2325
57001.84998,3.5166,0.500038,1562041080.0,2,7,26.6965,2106,25530.04002,3.5457,13.537,27.2659
57031.84998,3.5155,0.49958,1562041140.0,2,7,26.6799,2107,25560.04002,3.54987,13.5516,27.2492
57061.84998,3.5149,0.500191,1562041140.0,2,7,26.6799,2108,25590.04002,3.55403,13.5663,27.2492
57091.84998,3.514,0.500191,1562041200.0,2,7,26.7297,2109,25620.04002,3.5582,13.5809,27.2158
57121.84998,3.5132,0.499886,1562041200.0,2,7,26.7297,2110,25650.04002,3.56237,13.5955,27.2826
57151.84998,3.5126,0.500038,1562041260.0,2,7,26.7297,2111,25680.04002,3.56653,13.6102,27.2992
57181.84998,3.5117,0.499886,1562041260.0,2,7,26.7297,2112,25710.04002,3.5707,13.6248,27.2826
57211.84998,3.5108,0.500038,1562041320.0,2,7,26.7297,2113,25740.04002,3.57487,13.6395,27.3159
57241.84998,3.5099,0.500038,1562041320.0,2,7,26.7297,2114,25770.04002,3.57903,13.6541,27.2992
57271.84998,3.5091,0.500038,1562041380.0,2,7,26.7297,2115,25800.04002,3.5832,13.6687,27.2826
